OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Geography Vintage,Name of geographic unit,"# Total population, 2021","# Total population, 2021 (MOE)","# Area, square miles, 2021","Population density (people per square mile), 2021",Shape__Area,Shape__Length
177,Atlanta Regional Commission,Yes,13089023413,1969,Tract,2020,"Census Tract 234.13, DeKalb County",3706,634,1.569003,2362,43717306.9890137,33071.1963150929
178,Atlanta Regional Commission,Yes,13089021604,1862,Tract,2020,"Census Tract 216.04, DeKalb County",3299,414,1.344292,2454.1,37457413.5061035,27512.3503488131
179,Atlanta Regional Commission,Yes,13089021910,1889,Tract,2020,"Census Tract 219.10, DeKalb County",7613,1380,1.427689,5332.4,39780963.1960449,29370.8048795235
180,Atlanta Regional Commission,Yes,13089023112,1931,Tract,2020,"Census Tract 231.12, DeKalb County",4034,705,0.95806,4210.6,26694965.3212891,23763.3070460927
181,Atlanta Regional Commission,Yes,13089023114,1933,Tract,2020,"Census Tract 231.14, DeKalb County",3781,861,0.925917,4083.5,25799420.7568359,20964.0161066534
182,Atlanta Regional Commission,Yes,13089023213,1938,Tract,2020,"Census Tract 232.13, DeKalb County",7094,1164,1.963102,3613.7,54698356.9619141,36412.8369347944
183,River Valley,No,13081010300,1783,Tract,2020,"Census Tract 103, Crisp County",2740,419,53.944393,50.8,1502297734.09619,181901.324152932
184,River Valley,No,13081010100,1780,Tract,2020,"Census Tract 101, Crisp County",4100,677,33.404816,122.7,930470911.618042,151031.264489514
185,Atlanta Regional Commission,Yes,13135050315,2668,Tract,2020,"Census Tract 503.15, Gwinnett County",6223,858,1.074547,5791.3,29941947.7570801,26807.3995736009
186,Atlanta Regional Commission,Yes,13121007603,2313,Tract,2020,"Census Tract 76.03, Fulton County",3720,609,1.218934,3051.8,33963904.8786621,31658.6486256792
187,Atlanta Regional Commission,Yes,13121007604,2314,Tract,2020,"Census Tract 76.04, Fulton County",3338,1261,0.432168,7723.8,12041795.0827637,15991.2509335116
188,Atlanta Regional Commission,Yes,13121007703,2315,Tract,2020,"Census Tract 77.03, Fulton County",3122,541,1.750288,1783.7,48769743.0930176,35318.4161305827
189,Middle Georgia,No,13021013900,1116,Tract,2020,"Census Tract 139, Bibb County",1864,534,37.974461,49.1,1057956162.45996,195031.952023499
190,Middle Georgia,No,13021013408,1099,Tract,2020,"Census Tract 134.08, Bibb County",4370,526,3.472697,1258.4,96747749.7072754,45911.328842669
191,Middle Georgia,No,13021013605,1110,Tract,2020,"Census Tract 136.05, Bibb County",6236,1074,7.778052,801.7,216688486.804688,101984.65213324
192,Middle Georgia,No,13021013800,1115,Tract,2020,"Census Tract 138, Bibb County",1460,399,1.794026,813.8,49981286.6665039,35698.9369715435
193,Heart of Georgia Altamaha,No,13267950100,3560,Tract,2020,"Census Tract 9501, Tattnall County",3286,442,104.90145,31.3,2924646094.07446,290126.828479098
194,Heart of Georgia Altamaha,No,13267950300,3564,Tract,2020,"Census Tract 9503, Tattnall County",4331,468,84.872231,51,2366572448.41064,239526.195893408
195,Atlanta Regional Commission,Yes,13089021213,1824,Tract,2020,"Census Tract 212.13, DeKalb County",3706,438,1.166263,3177.7,32497677.7597656,28891.8051275832
196,Atlanta Regional Commission,Yes,13089021301,1838,Tract,2020,"Census Tract 213.01, DeKalb County",3547,550,1.466742,2418.3,40869996.4467773,32767.6474917148
197,Atlanta Regional Commission,Yes,13089021812,1875,Tract,2020,"Census Tract 218.12, DeKalb County",2858,733,0.865308,3302.9,24111190.5148926,32953.4796405274
198,Atlanta Regional Commission,Yes,13089023311,1948,Tract,2020,"Census Tract 233.11, DeKalb County",5058,771,1.916257,2639.5,53393833.4946289,32905.8498769431
199,Atlanta Regional Commission,Yes,13089021908,1888,Tract,2020,"Census Tract 219.08, DeKalb County",4834,739,1.334615,3622,37187406.5583496,34029.3229907295
200,Atlanta Regional Commission,Yes,13089023504,1996,Tract,2020,"Census Tract 235.04, DeKalb County",3418,589,0.848397,4028.8,23639165.1484375,21510.5576507841
201,Atlanta Regional Commission,Yes,13089023505,1997,Tract,2020,"Census Tract 235.05, DeKalb County",2846,353,0.841515,3382,23447417.980957,20462.3677369612
202,Atlanta Regional Commission,Yes,13089023506,1998,Tract,2020,"Census Tract 235.06, DeKalb County",6661,1331,2.071827,3215,57727986.7038574,31118.5857978351
203,Northeast Georgia,No,13157010400,3043,Tract,2020,"Census Tract 104, Jackson County",5370,539,24.886328,215.8,693561945.219971,119571.066577037
204,Northeast Georgia,No,13157010500,3044,Tract,2020,"Census Tract 105, Jackson County",5100,709,43.926266,116.1,1224172647.76147,201218.475910785
205,Northeast Georgia,No,13157010200,3041,Tract,2020,"Census Tract 102, Jackson County",4620,559,56.928345,81.2,1586489316.84692,211908.223355596
206,Northeast Georgia,No,13157010300,3042,Tract,2020,"Census Tract 103, Jackson County",5610,649,18.678946,300.3,520563520.202637,109139.073133587
207,Atlanta Regional Commission,Yes,13089023426,1973,Tract,2020,"Census Tract 234.26, DeKalb County",4526,642,2.124856,2130,59204791.0578613,40806.7753775665
208,River Valley,No,13081010500,1785,Tract,2020,"Census Tract 105, Crisp County",1387,389,61.852119,22.4,1722798316.0293,187465.201170584
209,River Valley,No,13081010400,1784,Tract,2020,"Census Tract 104, Crisp County",5754,805,6.939653,829.1,193295124.25354,59967.9933671582
210,Southern Georgia,No,13299950300,3701,Tract,2020,"Census Tract 9503, Ware County",2564,406,2.415557,1061.5,67317947.3791504,43234.7988227733
211,Georgia Mountains,No,13011970200,1009,Tract,2020,"Census Tract 9702, Banks County",4574,456,75.121712,60.9,2093630760.62842,226224.094690517
212,Georgia Mountains,No,13011970400,1011,Tract,2020,"Census Tract 9704, Banks County",3858,459,48.825787,79,1360769961.29199,161295.976233756
213,Georgia Mountains,No,13011970300,1010,Tract,2020,"Census Tract 9703, Banks County",4532,455,46.292316,97.9,1290113391.41992,218873.758703116
214,Georgia Mountains,No,13011970100,1008,Tract,2020,"Census Tract 9701, Banks County",5097,395,64.213867,79.4,1789648466.92725,205733.472603259
215,Atlanta Regional Commission,Yes,13121011306,2471,Tract,2020,"Census Tract 113.06, Fulton County",2968,692,2.774134,1069.9,77295144.5861816,43919.3473234918
216,River Valley,No,13243790200,3429,Tract,2020,"Census Tract 7902, Randolph County",4870,276,222.6851,21.9,6202728743.99634,367935.898866836
217,River Valley,No,13243790100,3428,Tract,2020,"Census Tract 7901, Randolph County",1633,276,208.51294,7.8,5807821737.13293,547015.643047565
218,Atlanta Regional Commission,Yes,13135050416,2688,Tract,2020,"Census Tract 504.16, Gwinnett County",3833,765,2.236833,1713.6,62326518.6599121,46830.5900740025
219,Atlanta Regional Commission,Yes,13121009501,2369,Tract,2020,"Census Tract 95.01, Fulton County",3765,388,1.749365,2152.2,48744714.7619629,29238.5217949322
220,Northwest Georgia,Yes,13223120601,3365,Tract,2020,"Census Tract 1206.01, Paulding County",5429,783,4.796813,1131.8,133694308.87915,53157.5862037983
221,Northwest Georgia,Yes,13223120104,3338,Tract,2020,"Census Tract 1201.04, Paulding County",3441,407,45.510418,75.6,1268294724.2583,164194.439981013
222,Heart of Georgia Altamaha,No,13267950202,3561,Tract,2020,"Census Tract 9502.02, Tattnall County",6416,687,107.94253,59.4,3009238212.22876,377265.185904896
223,Atlanta Regional Commission,Yes,13135050425,2689,Tract,2020,"Census Tract 504.25, Gwinnett County",5373,589,2.752995,1951.7,76709873.6040039,43025.461093989
224,Southern Georgia,No,13287970300,3641,Tract,2020,"Census Tract 9703, Turner County",3479,361,167.5423,20.8,4666693845.02808,392126.285862619
225,Georgia Mountains,No,13281960302,3618,Tract,2020,"Census Tract 9603.02, Towns County",2358,341,55.718594,42.3,1553004860.85791,251861.956064248
226,Georgia Mountains,No,13281960301,3617,Tract,2020,"Census Tract 9603.01, Towns County",1603,239,9.054578,177,252366956.549316,89695.86707598
227,Coastal Regional Commission,No,13127000800,2588,Tract,2020,"Census Tract 8, Glynn County",4171,806,6.115172,682.1,170566471.553345,65497.8529911214
228,Coastal Regional Commission,No,13127000501,2581,Tract,2020,"Census Tract 5.01, Glynn County",3647,560,3.708233,983.5,103435458.963989,53368.4071603277
229,Coastal Regional Commission,No,13127000900,2589,Tract,2020,"Census Tract 9, Glynn County",4211,614,13.745956,306.3,383428249.178833,84316.7396916617
230,Coastal Regional Commission,No,13051010701,1283,Tract,2020,"Census Tract 107.01, Chatham County",3354,456,35.843765,93.6,1000360814.39063,167618.186451746
231,Coastal Regional Commission,No,13051010811,1294,Tract,2020,"Census Tract 108.11, Chatham County",5142,951,11.058436,465,308594091.939941,116938.715521385
232,Coastal Regional Commission,No,13051011700,1325,Tract,2020,"Census Tract 117, Chatham County",2891,686,0.982633,2942.1,27426517.7207031,28136.9723980785
233,Coastal Regional Commission,No,13051010704,1286,Tract,2020,"Census Tract 107.04, Chatham County",6111,1169,2.475545,2468.5,69082662.2272949,52862.792602812
234,Coastal Regional Commission,No,13051010705,1287,Tract,2020,"Census Tract 107.05, Chatham County",2905,554,2.093484,1387.6,58420086.0744629,38804.6774454108
235,Coastal Regional Commission,No,13051010707,1289,Tract,2020,"Census Tract 107.07, Chatham County",3966,824,1.722869,2302,48077878.6589355,48422.1242299919
236,Coastal Regional Commission,No,13051010702,1284,Tract,2020,"Census Tract 107.02, Chatham County",5911,1037,9.814307,602.3,273896897.124268,74466.0355071682
237,Coastal Regional Commission,No,13051011008,1310,Tract,2020,"Census Tract 110.08, Chatham County",3800,496,5.863273,648.1,163646969.290527,77413.6483544689
238,Coastal Regional Commission,No,13051010820,1303,Tract,2020,"Census Tract 108.20, Chatham County",1795,329,1.263582,1420.6,35259852.5698242,44001.4922052695
239,Coastal Regional Commission,No,13051011007,1309,Tract,2020,"Census Tract 110.07, Chatham County",2611,846,3.807452,685.8,106267844.860352,56513.6076850728
240,Coastal Regional Commission,No,13051011114,1318,Tract,2020,"Census Tract 111.14, Chatham County",2210,472,1.470296,1503.1,41042917.4326172,35151.9360910168
241,Coastal Regional Commission,No,13051010810,1293,Tract,2020,"Census Tract 108.10, Chatham County",5574,1321,7.933224,702.6,221387104.353027,64085.7892226945
242,Coastal Regional Commission,No,13051010706,1288,Tract,2020,"Census Tract 107.06, Chatham County",1703,657,2.42856,701.2,67770621.0241699,49391.2839471165
243,Coastal Regional Commission,No,13051010703,1285,Tract,2020,"Census Tract 107.03, Chatham County",6327,1363,3.286313,1925.3,91710199.7226563,54676.4944613983
244,Coastal Regional Commission,No,13051010816,1299,Tract,2020,"Census Tract 108.16, Chatham County",2446,361,0.652561,3748.3,18210264.0534668,22570.4557099028
245,Southern Georgia,No,13299950802,3707,Tract,2020,"Census Tract 9508.02, Ware County",1998,528,2.887122,692,80482276.1273193,46190.3929107877
246,Southern Georgia,No,13299950801,3706,Tract,2020,"Census Tract 9508.01, Ware County",2838,424,492.71304,5.8,13730013144.4624,836736.90394287
247,Middle Georgia,No,13235950202,3409,Tract,2020,"Census Tract 9502.02, Pulaski County",3021,549,63.469524,47.6,1768090715.79712,275003.259200799
248,Middle Georgia,No,13235950201,3408,Tract,2020,"Census Tract 9502.01, Pulaski County",2866,275,2.450542,1169.5,68266256.5137939,41602.9151164632
249,Central Savannah River Area,No,13189950401,3175,Tract,2020,"Census Tract 9504.01, McDuffie County",2479,469,12.129487,204.4,338139593.650635,86606.8041060682
250,Central Savannah River Area,No,13189950402,3176,Tract,2020,"Census Tract 9504.02, McDuffie County",2979,668,33.577606,88.7,936074989.212891,167249.344293243
251,Southern Georgia,No,13173950202,3087,Tract,2020,"Census Tract 9502.02, Lanier County",4020,497,59.1535,68,1647660958.0636,219778.354223717
252,Southern Georgia,No,13173950201,3086,Tract,2020,"Census Tract 9502.01, Lanier County",3739,329,49.561993,75.4,1380544987.62817,206169.201932354
253,Southern Georgia,No,13025960102,1123,Tract,2020,"Census Tract 9601.02, Brantley County",3379,731,43.094196,78.4,1201564484.64246,221431.461149987
254,Southern Georgia,No,13025960202,1125,Tract,2020,"Census Tract 9602.02, Brantley County",3957,660,132.73755,29.8,3700460508.05298,456687.495541001
255,Southern Georgia,No,13025960101,1122,Tract,2020,"Census Tract 9601.01, Brantley County",3721,904,71.11113,52.3,1982818264.78101,208499.160125551
256,Southern Georgia,No,13025960201,1124,Tract,2020,"Census Tract 9602.01, Brantley County",1842,417,62.392666,29.5,1739493393.23181,274086.681693438
257,Northeast Georgia,Yes,13297110400,3684,Tract,2020,"Census Tract 1104, Walton County",8461,937,13.366423,633,372455054.526123,85139.4732964865
258,Northeast Georgia,Yes,13297110200,3681,Tract,2020,"Census Tract 1102, Walton County",5190,556,63.669308,81.5,1774184731.27246,219962.669641686
259,River Valley,No,13193000300,3188,Tract,2020,"Census Tract 3, Macon County",4743,377,79.663658,59.5,2218982361.8302,274596.707192017
260,River Valley,No,13193000100,3186,Tract,2020,"Census Tract 1, Macon County",1450,283,78.880646,18.4,2197318520.86353,261060.55305529
261,River Valley,No,13193000400,3189,Tract,2020,"Census Tract 4, Macon County",4614,387,111.3744,41.4,3102727390.74683,349735.533182318
262,River Valley,No,13193000200,3187,Tract,2020,"Census Tract 2, Macon County",1523,304,136.33067,11.2,3797537647.53992,374673.358022134
263,Atlanta Regional Commission,Yes,13121000502,2236,Tract,2020,"Census Tract 5.02, Fulton County",1906,288,0.793864,2400.9,22120234.2631836,23443.6090066107
264,Atlanta Regional Commission,Yes,13121008905,2346,Tract,2020,"Census Tract 89.05, Fulton County",5173,1058,2.066723,2503,57587367.1413574,41503.6727395832
265,Atlanta Regional Commission,Yes,13121000601,2237,Tract,2020,"Census Tract 6.01, Fulton County",4315,648,0.395646,10906.2,11024274.7983398,15047.6014996403
266,Atlanta Regional Commission,Yes,13121011802,2552,Tract,2020,"Census Tract 118.02, Fulton County",1227,286,0.509537,2408.1,14197672.119873,18399.5189782085
267,Atlanta Regional Commission,Yes,13121009405,2362,Tract,2020,"Census Tract 94.05, Fulton County",4124,758,0.288075,14315.7,8026949.75244141,15262.9414090465
268,Atlanta Regional Commission,Yes,13121009203,2359,Tract,2020,"Census Tract 92.03, Fulton County",2345,510,0.538968,4350.9,15017824.9926758,16593.7005792554
269,Atlanta Regional Commission,Yes,13121000202,2233,Tract,2020,"Census Tract 2.02, Fulton County",4020,846,0.614183,6545.3,17113537.8356934,17138.2103889106
270,Atlanta Regional Commission,Yes,13121010522,2441,Tract,2020,"Census Tract 105.22, Fulton County",6469,1263,1.827342,3540.1,50915539.0505371,39035.3910374667
271,Atlanta Regional Commission,Yes,13121008909,2350,Tract,2020,"Census Tract 89.09, Fulton County",1635,425,0.300359,5443.5,8369244.28393555,12822.8704686279
272,Atlanta Regional Commission,Yes,13121008701,2341,Tract,2020,"Census Tract 87.01, Fulton County",4318,1263,1.61518,2673.4,45005846.3112793,40796.0328657037
273,Atlanta Regional Commission,Yes,13121009411,2368,Tract,2020,"Census Tract 94.11, Fulton County",2493,434,0.499641,4989.6,13922058.736084,16017.1337014398
274,Atlanta Regional Commission,Yes,13121009409,2366,Tract,2020,"Census Tract 94.09, Fulton County",1958,395,0.202376,9675.1,5639038.58447266,15118.9254650639
275,Atlanta Regional Commission,Yes,13121010003,2382,Tract,2020,"Census Tract 100.03, Fulton County",3482,686,0.809666,4300.5,22560827.6984863,21469.8990829545
276,Atlanta Regional Commission,Yes,13121010222,2420,Tract,2020,"Census Tract 102.22, Fulton County",2497,752,2.211993,1128.8,61636477.1330566,39030.7917139271
277,Atlanta Regional Commission,Yes,13121010533,2452,Tract,2020,"Census Tract 105.33, Fulton County",2046,792,1.196345,1710.2,33333882.0732422,32856.7445194334
278,Atlanta Regional Commission,Yes,13121010006,2385,Tract,2020,"Census Tract 100.06, Fulton County",3622,514,0.259694,13947.2,7236195.18383789,11541.8161561076
279,Atlanta Regional Commission,Yes,13121009406,2363,Tract,2020,"Census Tract 94.06, Fulton County",1566,274,0.237149,6603.4,6607931.87011719,14669.7085594564
280,Atlanta Regional Commission,Yes,13121011512,2509,Tract,2020,"Census Tract 115.12, Fulton County",3211,534,2.354368,1363.8,65606309.2006836,48337.7566404552
281,Atlanta Regional Commission,Yes,13121010215,2413,Tract,2020,"Census Tract 102.15, Fulton County",1600,368,2.063583,775.4,57502011.0007324,38790.1615918818
282,Atlanta Regional Commission,Yes,13121011657,2546,Tract,2020,"Census Tract 116.57, Fulton County",3031,533,0.644932,4699.7,17971336.0478516,20707.6601034448
283,Atlanta Regional Commission,Yes,13121011653,2542,Tract,2020,"Census Tract 116.53, Fulton County",3752,458,1.628494,2304,45378769.2263184,31047.4717427694
284,Atlanta Regional Commission,Yes,13121011629,2518,Tract,2020,"Census Tract 116.29, Fulton County",4287,604,1.555668,2755.7,43348943.6848145,36435.3522029088
285,Atlanta Regional Commission,Yes,13121010132,2402,Tract,2020,"Census Tract 101.32, Fulton County",3285,633,0.686709,4783.7,19134916.9155273,18420.2538509149
286,Atlanta Regional Commission,Yes,13121010216,2414,Tract,2020,"Census Tract 102.16, Fulton County",4246,888,0.765187,5549,21321852.3981934,20247.9278228338
